dbn,schoolname,rr_s,rr_t,rr_p,N_s,N_t,N_p,nr_s,nr_t,nr_p,saf_p_11,com_p_11,eng_p_11,aca_p_11,saf_t_11,com_t_11,eng_t_11,aca_t_11,saf_s_11,com_s_11,eng_s_11,aca_s_11,saf_tot_11,com_tot_11,eng_tot_11,aca_tot_11
10X396,P.S. 396,100,78,46,179,0,46,230,9,8.6,8.4,8.7,8.1,6.5,7.4,8,8.5,7.5,7.9,8.3
10X397,English Language Learners and International Suppor,71,14,26,166,2,53,233,14,203,8.7,7.9,7.6,8.1,8.4,7.8,8.3,9.3,7.4,6.5,7,7.8,8.1,7.3,7.5,8.2
10X399,M.S. 399,92,92,34,220,23,79,239,25,234,8.2,8,7.7,8.1,6.4,6.8,7.4,7.6,6,5.9,6.3,7.5,6.9,6.9,7.1,7.7
10X433,High School for Teaching and the Professions,90,100,27,384,35,112,425,35,410,8.4,8,7.9,7.9,7.3,7.8,8,8.8,5.9,5.4,6.1,6.7,7.2,7.1,7.4,7.8
10X434,Belmont Preparatory High School,78,63,53,295,22,195,377,35,367,8.2,6.9,6.9,7.3,7.5,6.6,7.2,7.8,6,5.4,5.5,6.7,7.2,6.3,6.6,7.3
10X437,Fordham High School for the Arts,70,52,23,250,17,81,358,33,355,8.4,8.5,8.5,8.4,6.3,5.5,6.1,6.7,7,6.2,7.1,7.6,7.2,6.7,7.2,7.6
10X438,Fordham Leadership Academy for Business and Techno,52,55,64,215,21,261,416,38,407,8.5,7.4,7.3,7.3,5.6,4.2,5.7,5.8,5.8,5.3,5.9,6.9,6.6,5.6,6.3,6.7
10X439,Bronx High School for Law and Community Service,87,92,43,332,33,159,380,36,374,7.5,7.6,7.2,7.7,6.9,6,6.2,7,6,6,6.5,7.3,6.8,6.5,6.6,7.3
10X440,DeWitt Clinton High School,67,87,33,2820,244,1325,4227,281,3992,5.7,6.4,6.5,6.8,6,6.9,7.3,7.6,5.2,5.4,6,6.9,5.7,6.2,6.6,7.1
10X442,"Celia Cruz Bronx High School of Music, The",87,77,31,335,24,115,384,31,371,8.2,7.8,7.6,7.8,6.5,4.6,5.4,6,6.5,6.2,6.9,7.4,7.1,6.2,6.6,7.1
10X445,Bronx High School of Science,98,50,45,2956,74,1314,3002,147,2924,8.1,7.8,7.6,7.9,7.4,5,5.3,6.9,6.8,6.3,6.7,7.6,7.4,6.4,6.5,7.5
10X447,CRESTON ACADEMY,96,88,89,224,15,203,234,17,228,9,8.6,8.4,8.7,6.5,7.4,7.4,8.1,6.2,6.4,6.9,7.8,7.3,7.5,7.6,8.2
10X459,EAST FORDHAM ACADEMY FOR THE ARTS,86,88,71,179,14,138,207,16,195,8.8,8,7.8,7.9,6.7,6,6.9,7.3,6.8,6.2,6.8,7.4,7.4,6.7,7.2,7.6
10X475,John F. Kennedy High School,31,43,8,314,30,80,1027,70,984,7.3,6.9,6.7,6.8,4.7,3.6,3.8,4.5,5.6,5.2,5.7,6.2,5.6,4.9,5.1,5.6
10X477,Marble Hill High School for International Studies,97,97,45,428,28,190,442,29,423,8.8,8.2,7.9,8.3,8.2,6.6,7,7.6,7.1,6.3,6.9,7.7,8,7.1,7.3,7.9
10X503,Walton Yabc,66,96,8,120,24,14,181,25,177,8.7,6.9,7.1,7.9,7.8,7.4,8.3,8.4,7.7,6.5,6.9,7.5,8,6.9,7.5,8
10X504,Kennedy Yabc,68,58,2,139,15,4,203,26,179,7,6.3,6.7,5.9,7.4,6.3,6.7,7.1,7.8,6.2,7.3,7.8,7.5,6.3,6.9,7.1
10X546,Bronx Theatre High School,91,94,88,388,30,360,428,32,409,9.6,9.3,9.3,9.4,7.2,6.6,7.1,7.5,7.4,6.4,7.6,8.1,8,7.4,8,8.3
10X549,Discovery High School,59,70,8,283,23,37,479,33,469,8.7,8,7.7,8.1,8.3,7.3,7.1,8.2,6.2,5.5,6.1,6.8,7.6,6.7,6.8,7.6
10X660,Grace Dodge Career and Technical Education High Sc,63,87,10,806,83,119,1280,95,1242,7.5,7.5,7.4,7.6,7.9,8.1,8.5,8.7,5.9,5.5,5.9,6.8,7.1,7,7.3,7.7
10X667,Grace Dodge Yabc,39,94,2,91,30,5,233,32,218,7.8,7,7.2,7.7,8.2,8.6,8.6,8.7,7.6,7.2,7.6,8.1,7.9,7.7,7.9,8.3
10X696,High School of American Studies at Lehman College,98,100,52,359,27,188,366,27,359,9.1,8.1,8.1,8.7,8.8,7.4,8.2,9,8.1,7.1,7.8,8.6,8.7,7.5,8,8.7
11X016,P.S. 016 Wakefield,100,40,44,201,0,44,497,8.3,7.8,7.7,8,6.1,5.3,6.4,7.3,7.2,6.5,7.1,7.6
11X019,P.S. 019 Judith K. Weiss,97,97,50,191,34,195,197,35,389,8.5,7.7,7.6,8,8.2,8.5,8.8,9.3,7.5,6.4,7.8,8.3,8.1,7.5,8.1,8.5
11X021,P.S. 021 Philip H. Sheridan,71,33,44,240,0,62,721,8,7.7,7.5,8,6.5,6.3,6.6,7.4,7.3,7,7.1,7.7
11X041,P.S. 041 Gun Hill Road,93,80,66,616,0,71,768,8.9,8.2,8.1,8.5,7.4,8.1,7.6,8.5,8.1,8.1,7.8,8.5
11X068,P.S. 068 Bronx,99,66,80,424,0,81,645,8.2,7.7,7.6,8.2,6.7,6.2,6.6,7.1,7.5,6.9,7.1,7.7
11X076,P.S. 076 The Bennington School,83,73,60,655,0,72,902,8.6,8.1,7.9,8.4,7,5.5,6.2,7.2,7.8,6.8,7.1,7.8
11X078,P.S. 078 Anne Hutchinson,95,66,58,414,0,61,631,7.9,7.3,7.2,7.5,7.9,8,8.4,8.7,7.9,7.6,7.8,8.1
11X083,P.S. 083 Donald Hertz,97,100,93,642,115,1267,662,115,1356,8.7,7.8,7.8,8.3,7.5,7.3,7.2,8,6.7,6.5,7.3,7.9,7.6,7.2,7.5,8.1
11X087,P.S. 087 Bronx,54,46,19,207,0,35,451,8.4,7.9,7.8,8.1,6,5.1,5.5,6.1,7.2,6.5,6.7,7.1
11X089,P.S. 089 Bronx,98,91,51,476,89,516,486,98,1012,7.7,7.3,7.1,7.5,6.3,6.4,6.9,7.4,5.3,5.7,6.1,7.1,6.4,6.5,6.7,7.4
11X096,P.S. 096 Richard Rodgers,99,80,71,673,0,72,846,8.8,8.1,7.9,8.5,8,7.4,7.8,8.5,8.4,7.8,7.9,8.5
11X097,P.S. 097 Bronx,84,42,46,253,0,55,602,8.7,8.2,7.8,8.3,7.4,6.4,6.8,7.8,8.1,7.3,7.3,8
11X103,P.S. 103 Hector Fontanez,86,60,74,551,0,86,920,8.6,8,7.8,8.3,6.7,6.9,7.3,7.6,7.7,7.5,7.6,7.9
11X105,P.S. 105 Sen Abraham Bernstein,85,52,96,622,0,113,1190,8.8,7.7,7.7,8.1,7.5,6.4,6.8,7.3,8.1,7,7.2,7.7
11X106,P.S. 106 Parkchester,99,75,80,770,0,81,1028,8.6,8,7.8,8.3,8,7.8,8.3,8.5,8.3,7.9,8,8.4
11X108,P.S. 108 Philip J. Abinanti,78,73,32,351,0,41,479,8.9,8.1,8.1,8.4,7.4,4.5,5.7,7.3,8.2,6.3,6.9,7.9
11X111,P.S. 111 Seton Falls,83,20,52,122,0,63,597,8.4,7.5,7.4,7.7,6.6,5.6,6.5,7,7.5,6.5,7,7.3
11X112,P.S. 112 Bronxwood,100,64,44,267,0,43,420,8.6,8.1,8.1,8.4,7.3,7.4,7.4,7.7,8,7.7,7.7,8
11X121,P.S. 121 Throop,100,70,63,567,0,62,806,9,8.5,8.4,8.7,8.1,8.4,8.5,8.7,8.6,8.5,8.5,8.7
11X127,J.H.S. 127 The Castle Hill,84,79,21,598,38,135,714,48,654,8.1,7.3,7.2,7.8,6,6.5,6.4,7.1,6.3,6.1,6.8,7.7,6.8,6.6,6.8,7.5
11X142,MS 142 John Philip Sousa,92,66,9,712,42,61,773,64,716,6.1,6.2,6,6.1,5.5,5.2,5.7,6.4,5.1,5.6,6.1,7.1,5.5,5.6,5.9,6.6
11X144,J.H.S. 144 Michelangelo,81,71,44,762,55,393,945,78,896,7,6.8,6.9,7.2,6.4,6.3,6,7,5.5,6,6.3,7.4,6.3,6.4,6.4,7.2
11X153,P.S. 153 Helen Keller,96,77,50,393,0,52,511,8.7,7.8,7.9,8.1,7.9,7,7.7,7.9,8.3,7.4,7.8,8
11X160,P.S. 160 Walt Disney,88,61,37,241,0,42,398,8.2,7.8,7.8,7.9,6.3,6.3,6.1,7.1,7.3,7.1,6.9,7.5
11X169,BAYCHESTER ACADEMY,80,77,12,155,0,15,202,9.3,8.7,8.5,9,8.6,8,8.2,8.8,9,8.4,8.4,8.9
11X175,P.S. 175 City Island,99,100,58,126,23,163,127,23,281,8.8,8,7.6,8.3,7.9,7.1,7.3,7.9,6.3,6,6.5,7.3,7.6,7,7.1,7.9
11X178,P.S. 178 - Dr. Selman Waksman,98,66,40,254,0,41,382,8.4,7.6,7.7,7.9,7.7,5.7,5.8,6.6,8,6.6,6.7,7.2
11X180,M.S. 180 Dr. Daniel Hale Williams,99,66,83,750,37,598,757,56,721,9.2,8.3,8.4,8.6,8.1,7.8,7.8,8.2,7.5,7.2,7.6,8.1,8.3,7.8,7.9,8.3
11X181,I.S. 181 Pablo Casals,89,72,19,522,31,109,589,43,566,8.2,7.5,7.4,7.7,6.7,7,7,8,6.9,5.8,7.1,7.9,7.3,6.8,7.2,7.9
11X189,Cornerstone Academy for Social Action,95,49,35,161,0,37,330,8.5,7.9,7.9,8.2,6.2,5.3,6,6.3,7.3,6.6,7,7.3
11X194,PS/MS 194,98,100,74,419,97,720,427,97,975,8.7,7.9,7.9,8.4,7.3,6.5,6.4,7.4,6.7,6.5,7.2,8,7.6,7,7.2,7.9
11X249,Bronx Health Sciences High School,90,87,14,266,20,39,295,23,286,8.3,7.9,7.3,8,8.2,6.8,7.4,7.9,6.3,5.4,5.8,7.2,7.6,6.7,6.8,7.7
11X253,Bronx High School for Writing and Communication Ar,57,46,21,225,13,80,393,28,381,7.4,7.6,7.3,7.8,6.8,5.9,6.8,7.1,5.5,5.3,5.8,6.6,6.6,6.2,6.6,7.2
11X265,Bronx Lab School,90,88,40,411,30,175,459,34,441,7.6,7.6,7.5,7.5,6.4,6.4,6.6,7.1,6.4,6,6.4,7.3,6.8,6.7,6.8,7.3
11X270,Academy for Scholarship and Entrepreneurship: A Co,71,47,26,404,18,143,573,38,541,7.6,7.4,7.3,7.2,5.6,5,5.7,6.4,5.2,5.6,5.6,6.9,6.1,6,6.2,6.8
11X272,Globe School for Environmental Research,85,65,30,402,22,131,475,34,437,7.1,7,6.8,7.5,5.1,5.4,5.6,6.6,5.8,5.4,6.1,6.7,6,5.9,6.2,6.9
11X275,High School of Computers and Technology,84,97,66,436,33,340,522,34,519,9.3,8.8,8.9,9,6.6,6.2,6.3,6.8,6.3,5.7,6.6,7.4,7.4,6.9,7.2,7.7
11X287,The Forward School,97,61,85,280,14,238,290,23,280,7.7,7.6,7.6,7.7,6.5,6.5,6.7,7,6.3,6.3,7,7.8,6.8,6.8,7.1,7.5
11X288,Collegiate Institute for Math and Science,82,92,63,391,24,297,478,26,473,8.3,8.3,7.9,8.4,8.4,8.6,8.5,9.1,7.2,6.7,7.3,8.4,8,7.9,7.9,8.7
11X289,The Young Scholars Academy of The Bronx,83,71,58,318,20,214,381,28,367,7,7.1,6.8,7.4,6.3,6.3,6.8,7.2,5.2,5.7,6,7.2,6.2,6.4,6.5,7.3
11X290,Bronx Academy of Health Careers,85,96,56,370,26,242,437,27,429,7.3,7.1,7,7.4,7.9,8.2,7.9,8.4,5.9,5.7,5.9,7,7,7,7,7.6
11X299,Astor Collegiate Academy,88,97,57,395,31,248,449,32,438,7.7,7.7,7.6,7.8,6.8,7.4,7.3,7.7,5.9,5.7,6.3,7.2,6.8,6.9,7.1,7.6
11X322,Aspire Preparatory Middle School,95,57,69,488,21,335,514,37,486,7.3,6.8,6.5,6.9,4.8,3.8,4.7,5.2,5.3,5.2,5.4,6.9,5.8,5.3,5.5,6.3
11X326,Bronx Green Middle School,96,100,47,369,29,168,385,29,357,8.4,7.9,7.7,8.1,6.7,6.9,6.9,7.4,6.5,6.3,6.8,7.7,7.2,7.1,7.1,7.7
11X370,School of Diplomacy,15,25,7,64,8,29,431,32,418,7.2,7.3,7,7.7,5.2,4.8,5.7,4.9,5.5,6.3,6.9,7.3,5.8,5.8,6.3,6.2
11X415,Christopher Columbus High School,57,79,27,586,62,290,1035,78,1080,8.5,8.2,8.4,8.1,6.7,7.3,7.4,7.8,6.1,5.9,6.6,7.2,7.1,7.1,7.5,7.7
11X417,C Columbus Hs Yabc,76,74,92,184,32,232,243,43,253,9.3,9.2,9.3,9.1,8.6,8.5,8.8,9,8.6,6.6,8.2,8.9,8.8,8.1,8.8,9
11X418,Bronx High School for the Visual Arts,82,52,42,330,13,168,401,25,397,8.4,7.4,7.5,7.3,7,6.6,6.8,7.3,6.3,5.3,6.1,6.9,7.3,6.4,6.8,7.1
11X455,Harry S Truman High School,62,88,10,1156,99,175,1864,113,1813,7.1,6.9,7,7.2,7.2,7.2,7.3,7.7,6,5.6,6.3,7.2,6.8,6.6,6.9,7.4
11X456,Learning To Work Yabc At Truman High School,93,100,11,106,17,8,114,17,75,9.6,9.3,9,9.5,8.1,8.5,8.6,8.8,8.2,7.4,8,8.5,8.6,8.4,8.5,8.9
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,79,100,89,170,15,182,216,15,205,8.7,7.7,7.8,7.9,8,7.9,8.3,8.9,6.8,6.5,7.1,7.8,7.8,7.4,7.8,8.2
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,89,100,61,189,19,128,213,19,209,8.8,8.3,8,8.5,8,7,7.1,7.9,7.2,7,7.4,8.2,8,7.5,7.5,8.2
11X498,PS/MS 11X498 - VAN NEST ACADEMY,98,100,93,101,13,184,103,13,198,9.2,8.4,8.3,8.8,8.5,8.5,8.8,8.9,7.6,6.9,7.9,8.1,8.4,7.9,8.3,8.6
11X513,New World High School,90,67,32,316,16,93,351,24,294,8.2,7.6,7.3,8.1,6.7,5,6.1,7.2,7.1,6.8,7.3,8,7.3,6.5,6.9,7.8
11X514,The Bronxwood Preparatory Academy,80,74,38,274,20,129,344,27,340,8.6,8,7.7,8,6.8,6.6,6.6,7.4,6,5.7,6.1,7.1,7.1,6.8,6.8,7.5
11X541,Global Enterprise High School,74,19,24,260,6,83,352,31,346,7.7,7.6,7.3,7.6,7.1,6.2,5.2,6.4,5.9,5.8,6.2,7.1,6.9,6.5,6.2,7
11X542,Pelham Preparatory Academy,92,100,62,434,27,292,473,27,471,8.7,8.3,8.2,8.6,7.2,8.1,7.5,8.2,6.4,5.6,6.4,7.6,7.4,7.4,7.4,8.1
11X544,High School for Contemporary Arts,67,85,75,295,22,320,438,26,429,8.7,7.7,7.8,7.8,7.5,7.5,7.8,8.1,6.7,5.6,6.5,7,7.6,6.9,7.4,7.6
11X545,Bronx Aerospace High School,86,83,35,308,20,121,357,24,347,7.6,7.1,6.9,7.3,6.3,6,6.4,6.7,5.6,5.5,5.5,6.4,6.5,6.2,6.3,6.8
12X006,P.S. 006 West Farms,59,49,30,281,0,51,575,8.6,8.2,8,8.3,6.5,5,5.3,5.6,7.5,6.6,6.6,7
12X044,P.S. 044 David C. Farragut,69,67,22,166,0,32,246,8.7,8.1,7.9,8.5,7.4,7.3,7.2,7.8,8,7.7,7.6,8.1
12X047,P.S. 047 John Randolph,96,91,79,841,0,82,925,8.9,8.3,8.2,8.7,8.6,8.9,8.9,9,8.7,8.6,8.5,8.8
12X050,P.S. 050 Clara Barton,85,86,40,351,0,47,408,8.3,8,7.8,8.2,5.9,5.9,5.7,6.4,7.1,6.9,6.8,7.3
12X057,P.S. 057 Crescent,98,84,42,328,0,43,392,8.8,8.1,8,8.4,6.9,6.1,6.4,7.2,7.8,7.1,7.2,7.8
12X061,P.S. 061 Francisco Oller,76,40,28,133,0,37,334,8.8,8.2,8.1,8.7,8.5,8.2,8.5,9.1,8.7,8.2,8.3,8.9
12X066,P.S. 066 School of Higher Expectations,89,93,56,453,0,63,485,8.7,8.3,8.2,8.4,7.8,7.8,7.6,8.3,8.2,8,7.9,8.4
12X067,P.S. 067 Mohegan School,89,29,49,159,0,55,541,8.4,7.8,7.5,8.1,7.1,6.9,7.1,7.7,7.7,7.4,7.3,7.9
12X092,P.S. 092 Bronx,81,51,39,214,0,48,418,8.7,8,8.1,8.5,6.5,5.4,5.7,6,7.6,6.7,6.9,7.3
12X098,J.H.S. 098 Herman Ridder,93,100,77,419,43,320,449,41,416,8.7,7.4,7.9,7.7,6.1,6.4,6.8,7.7,5.8,6,6.7,7.4,6.9,6.6,7.1,7.6
12X102,P.S. 102 Joseph O. Loretan,35,16,27,122,0,78,779,7.9,7.3,7.1,7.5,6.3,3.7,4.7,5.3,7.1,5.5,5.9,6.4
12X129,P.S. 129 Twin Parks Upper,89,100,72,501,38,372,562,38,520,7.8,7.4,7.4,7.9,7.3,7.7,7.8,8.4,6.6,6.2,6.9,7.8,7.2,7.1,7.4,8
12X134,P.S. 134 George F. Bristow,54,97,27,517,0,50,535,8.8,7.9,8,7.9,6.8,6.7,6.6,7.1,7.8,7.3,7.3,7.5
12X150,P.S. 150 Charles James Fox,91,83,58,600,0,64,724,8.9,8.2,8,8.5,7.3,7.5,7.3,7.8,8.1,7.8,7.6,8.2
12X190,E.S.M.T- I.S. 190,97,77,78,236,17,178,243,22,228,8.7,8,8,8.2,7.6,6.7,7.7,7.6,6.4,5.9,7.1,7.4,7.6,6.8,7.6,7.8
12X195,P.S. 195,55,84,30,545,0,55,647,8.9,8.4,8.4,8.3,7.1,5.4,6.4,6.8,8,6.9,7.4,7.6
12X196,P.S. 196,64,69,36,438,0,56,636,8.9,8.1,8,8.3,7.8,7.2,7.5,7.8,8.3,7.7,7.7,8.1
12X198,P.S. 198,60,71,12,72,0,20,102,9,8.4,8.4,8.5,6.9,6.3,6.6,7.3,8,7.4,7.5,7.9
12X211,P.S. 211,98,90,88,337,54,500,343,60,565,8.7,7.9,7.9,8.4,7.2,6.7,7.1,7.8,6.9,6.3,7.7,7.7,7.6,7,7.5,8
12X212,P.S. 212,91,74,47,124,23,135,136,31,287,8.4,7.6,7.7,7.9,6.8,5.6,5.6,7,6.4,5.9,6.6,7.5,7.2,6.4,6.6,7.5
12X214,P.S. 214,95,100,71,379,74,531,399,73,747,8.5,7.8,7.9,8.1,7.8,7.3,7.5,8.4,6.7,6.2,6.9,8,7.6,7.1,7.4,8.1
12X217,School of Performing Arts,75,72,47,243,23,139,322,32,298,7.7,7.4,7.3,7.9,6.3,6.4,7.4,8,6,5.9,6.7,7.7,6.7,6.6,7.1,7.9
12X242,Mott Hall V,92,97,73,346,34,266,378,35,364,8.9,8.3,7.9,8.5,7.3,6.3,6.7,7.6,7.4,6.8,7.1,8,7.9,7.1,7.2,8
12X245,New Day Academy,71,91,33,215,29,94,301,32,284,8,7.5,7.4,7.5,7.1,7,7.1,7.2,6,5.9,6.5,7.1,7,6.8,7,7.3
12X248,"Metropolitan High School, The",79,62,16,246,16,47,313,26,289,8.9,8.5,7.9,8.6,7.4,6.9,6.5,7.4,6.8,6,6.6,7.1,7.7,7.1,7,7.7
12X251,Explorations Academy,65,62,27,232,16,91,359,26,336,8.3,8,7.8,8.1,6.5,5.7,6.2,7.3,6.9,6.5,7.1,7.7,7.2,6.7,7,7.7
12X262,Performance Conservatory High School,64,96,51,217,24,175,340,25,344,8.5,7.7,7.6,7.4,5.9,4.5,5,5.8,6,5.6,6.4,7,6.8,5.9,6.3,6.7
12X267,Bronx Latin,99,100,87,339,33,274,343,33,315,8.2,7.6,7.3,8,7.9,7.5,7.3,8.5,8.5,8.4,8.6,9.1,8.2,7.8,7.7,8.5
12X271,East Bronx Academy for the Future,66,58,18,399,28,101,606,48,557,8.2,7.8,7.5,8,7.3,7.7,8,8.2,6.8,6.4,6.9,7.7,7.4,7.3,7.5,7.9
12X273,Frederick Douglass Academy V. Middle School,97,100,55,247,18,133,255,18,244,8.7,8.2,8,8.4,7.6,8.4,8.4,8.6,6.8,6.2,6.9,7.7,7.7,7.6,7.7,8.2
12X278,Peace and Diversity Academy,89,67,92,236,16,246,266,24,267,9.1,8.5,8.4,8.7,6.5,5.3,6.5,7,8.6,8.6,8.3,9.1,8.1,7.4,7.7,8.2
12X286,Fannie Lou Hamer Middle School,74,95,33,177,21,75,238,22,224,9.1,8.9,8.9,9,7.5,7.1,7.6,7.9,6.6,6.6,7,7.9,7.7,7.5,7.8,8.3
12X300,The School of Science and Applied Learning,91,57,43,250,0,47,441,9,8.5,8.2,8.5,7.9,7.8,7.6,8,8.5,8.1,7.9,8.3
12X316,Kappa III,100,95,62,266,18,159,267,19,255,9.1,8.7,8.5,8.8,8.2,7.7,8.1,8.9,7.9,7.1,8,8.2,8.4,7.8,8.2,8.6
12X318,"I.S. X318 Math, Science & Technology Through Arts",99,97,84,373,28,298,378,29,356,8.2,7.8,7.6,7.7,7.3,7,7.2,7.8,6.9,6.2,7.1,7.7,7.5,7,7.3,7.7
12X341,Accion Academy,79,100,69,144,17,120,183,17,173,8.5,7.6,7.7,7.7,6.9,6.4,7.4,7.6,6.6,6.4,7.2,7.6,7.3,6.8,7.4,7.6
12X372,Urban Assembly School for Wildlife Conservation,77,68,22,241,19,65,313,28,291,7.9,7,6.9,7.2,5.7,4.8,5,5.7,6.3,6.7,6.6,7.5,6.6,6.2,6.2,6.8
12X383,Emolior Academy,95,56,64,203,10,127,213,18,200,8.9,8.4,8.2,8.4,7.8,7.7,7.8,8.4,7.5,7.2,7.7,7.7,8,7.8,7.9,8.1
12X384,Entrada Academy,83,96,64,281,27,203,340,28,319,8.7,8.2,8,8.6,6.5,6.5,7,7.5,6.8,6.2,7.2,7.8,7.3,7,7.4,8
12X388,Pan American International High School at Monroe,87,78,41,274,18,117,314,23,284,8.5,8.1,7.8,7.8,6.7,5.2,6.4,6.9,6.8,7.1,7.6,8,7.3,6.8,7.3,7.6
12X428,Learning To Work Yabc At Monroe Academy,47,85,15,90,28,30,190,33,196,9.4,8.5,8.3,8.9,8.2,7.1,7.6,8.1,8.2,6.7,7.8,8.4,8.6,7.5,7.9,8.5
12X446,Arturo A. Schomburg Satellite Academy Bronx,55,87,14,103,13,25,188,15,185,8.9,8.4,8.5,8.6,7.4,5.5,7,7,6.8,6,6.4,7,7.7,6.6,7.3,7.5
12X463,URBAN SCHOLARS COMMUNITY SCHOOL,86,68,19,129,0,22,191,8.9,8.6,8.5,8.8,6.5,7.1,7.2,7.4,7.7,7.8,7.8,8.1
12X478,THE CINEMA SCHOOL,90,100,32,118,10,41,131,10,129,9,8.6,8.3,8.8,9,8.6,9.2,9.3,7.5,7.1,7.5,8.1,8.5,8.1,8.3,8.7
12X479,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,61,78,41,91,7,60,148,9,148,8.4,7.6,7.3,7.6,6.5,6.4,6.7,7.6,6.5,5.9,6.4,7.4,7.1,6.6,6.8,7.6
12X480,Bronx Regional High School,57,95,18,144,20,45,252,21,251,9,8.1,8,8.5,8.3,8,8.4,8.9,7.2,6,6.9,7.7,8.2,7.4,7.8,8.4
12X550,High School of World Cultures,96,100,84,340,25,258,355,24,308,9.1,7.5,7.6,7.7,7.5,6.4,7.3,7.3,7.8,6.2,7.5,7.8,8.1,6.7,7.5,7.6
12X680,Bronx Coalition Community High School,96,100,34,45,6,16,47,6,47,8.5,9,8.7,9.2,7.4,8.4,7.8,8.7,7.3,6.2,7.1,8.2,7.7,7.9,7.9,8.7
12X682,Fannie Lou Hamer Freedom High School,67,94,85,317,32,408,471,34,480,9.8,9.2,9.4,9.5,8.5,8.3,8.8,8.9,6.6,5.9,6.6,7.3,8.3,7.8,8.3,8.6
12X684,Wings Academy,80,90,48,396,28,236,498,31,488,7.8,7.3,7.2,7.5,6.2,6.5,6.9,7.5,5.9,5.3,6,6.9,6.7,6.4,6.7,7.3
12X690,Monroe Academy for Business/Law,63,100,14,228,26,49,363,26,356,6.4,6.7,6.4,6.9,5.9,4.5,4.5,6,5.5,5.3,5.5,6.2,5.9,5.5,5.5,6.4
12X691,Bronx Little School,79,62,15,151,0,19,244,9,8.4,8.3,8.4,7.6,6.8,7.5,7.3,8.3,7.6,7.9,7.9
12X692,Monroe Academy for Visual Arts & Design,81,68,19,340,25,78,422,37,402,8.5,7.4,7.2,7.7,7.2,6.6,7.2,7.9,6.7,5.4,6.3,7.2,7.4,6.5,6.9,7.6
13K003,P.S. 003 The Bedford Village,93,68,43,329,0,46,482,8.6,8.1,8,8.4,6.9,7.2,7.3,7.7,7.7,7.6,7.6,8.1
13K008,P.S. 008 Robert Fulton,73,60,30,258,0,41,431,8.7,8,8.2,8.2,7.8,6.4,7.4,7.7,8.2,7.2,7.8,8
13K009,P.S. 009 Teunis G. Bergen,76,53,32,277,0,42,522,8.8,8.3,8.3,8.4,7.8,7.4,8.2,8.2,8.3,7.8,8.2,8.3
13K011,P.S. 011 Purvis J. Behan,55,42,22,218,0,40,513,8.7,8.1,8.1,8.3,8.1,7,7.4,8.1,8.4,7.6,7.8,8.2
13K020,P.S. 020 Clinton Hill,96,69,23,201,0,24,291,8.2,7.8,7.8,8,8.3,8.2,8.3,8.7,8.2,8,8,8.3
13K044,P.S. 044 Marcus Garvey,83,75,25,228,0,30,306,8.4,7.9,7.7,8.4,7.4,7.1,7.5,8.2,7.9,7.5,7.6,8.3
13K046,P.S. 046 Edward C. Blum,91,65,29,198,0,32,303,8.6,8,8,8.4,6.3,6.3,6.3,6.7,7.4,7.1,7.2,7.6
13K054,P.S. 054 Samuel C. Barnes,83,52,25,115,0,30,221,8.6,7.8,7.9,8.1,7.3,6.8,7.5,8.1,7.9,7.3,7.7,8.1
13K056,P.S. 056 Lewis H. Latimer,85,84,23,200,0,27,238,8.9,8.1,7.9,8.3,8.3,7.8,8.3,8.7,8.6,8,8.1,8.5
13K067,P.S. 067 Charles A. Dorsey,65,35,13,72,0,20,208,8.9,8.3,8.4,8.7,8.3,7.8,7.8,8.8,8.6,8.1,8.1,8.7
13K093,P.S. 093 William H. Prescott,93,81,27,274,0,29,340,8.7,8.1,8,8.3,6.8,6.7,7,7.4,7.8,7.4,7.5,7.8
13K103,Satellite Three,86,65,15,219,13,37,254,20,245,7.4,6.3,6.5,6.6,6.3,5.9,5.8,6.2,5.7,5.8,6.5,7.3,6.4,6,6.3,6.7
13K113,M.S. 113 Ronald Edmonds Learning Center,78,59,12,696,39,102,888,66,853,8,7.2,6.9,7.4,6.5,6.1,6,6.7,6.2,6.2,6.7,7.7,6.9,6.5,6.5,7.3
13K133,P.S. 133 William A. Butler,91,84,30,204,0,33,243,9.1,8.6,8.6,8.6,8,6.7,7.1,7.3,8.5,7.7,7.8,8
13K256,P.S. 256 Benjamin Banneker,74,47,23,148,0,31,316,8.6,7.6,7.7,8.1,6.8,5.8,6.5,6.6,7.7,6.7,7.1,7.3
13K265,Dr. Susan S. McKinney Secondary School of the Arts,68,69,32,322,27,142,471,39,441,8.1,7.5,7.4,7.6,7.4,6.7,7.3,7.6,6.1,5.6,6.1,7.1,7.2,6.6,6.9,7.4
13K266,M.S. K266 - Park Place Community Middle School,96,100,26,183,15,47,191,15,184,8.8,8,7.9,8.1,7.1,6.4,7.3,7.6,6.4,6.4,6.8,7.8,7.5,6.9,7.3,7.9
13K270,P.S. 270 Johann DeKalb,95,52,19,90,0,20,173,8,7.5,7.7,7.8,7.9,7.4,7.8,8,8,7.5,7.7,7.9
